	fecha	canal	tickets_aereos	barco_1	barco_2	otros_servicios
144	07/03/2023	Charter	19.2857	101.62		32.35754999999999
145	07/03/2023	WS - FIT	1.10204		9.028799999999999	17.281940000000002
146	07/03/2023	WS - Other				22.829909999999995
147	08/03/2023	WS - FIT				0.8388
148	09/03/2023	WS - FIT	0.532			13.320050000000004
149	09/03/2023	WS - Other				7.466620000000001
150	10/03/2023	Agencias	2.1622			12.5507
151	10/03/2023	WS - FIT	1.0811			5.2895
152	10/03/2023	WS - Other				10.678799999999999
153	11/03/2023	Charter	47.32560000000001	101.62	235.9152	45.55102000000004
154	11/03/2023	WS - FIT	0.266			15.020209999999999
155	11/03/2023	WS - Other				4.751899999999999
156	12/03/2023	WS - FIT				7.235399999999999
157	12/03/2023	WS - Other				15.94864
158	13/03/2023	WS - FIT	1.4852400000000001		7.666	1.9895
159	13/03/2023	WS - Other			38.3724	24.43942
160	14/03/2023	WS - FIT				0.82
161	15/03/2023	WS - FIT	0.52			18.620639999999998
162	16/03/2023	WS - FIT	0.532			14.29362
163	17/03/2023	Agencias	1.10204			12.131329999999998
164	17/03/2023	Charter	20.245800000000003	150.9408		1.54625
165	17/03/2023	WS - FIT	4.01752		20.08927	17.85665
166	17/03/2023	WS - Other	3.8827599999999998		14.987	9.89148
167	18/03/2023	Agencias				0.2046
168	18/03/2023	WS - FIT	2.06506		3.53571	8.67425
169	18/03/2023	WS - Other				13.111619999999998
170	19/03/2023	WS - FIT	5.62057		31.437939999999998	29.391810000000007
171	20/03/2023	WS - FIT				11.0385
172	21/03/2023	WS - FIT	0.55			7.9629600000000025
173	21/03/2023	WS - Other				29.53652
174	22/03/2023	Charter	17.63264	101.62		30.79760999999999
175	23/03/2023	Agencias				6.0358600000000004
176	23/03/2023	WS - FIT	5.95851		54.27137	6.13142
177	24/03/2023	Agencias	0.732			5.2081599999999995
178	24/03/2023	WS - FIT	3.90362		42.23154	15.59628
179	25/03/2023	Agencias	6.71319			46.933949999999996
180	25/03/2023	WS - FIT	5.557510000000001		56.22753	29.295020000000015
181	25/03/2023	WS - Other				16.8035
182	26/03/2023	Charter	20.43954	101.62		31.641339999999996
183	26/03/2023	WS - FIT	0.0			3.6098
184	26/03/2023	WS - Other				14.9449
185	27/03/2023	Agencias	3.86538		24.324	34.69928
186	27/03/2023	WS - FIT	2.1622		16.083	1.551
187	27/03/2023	WS - Other			4.605689999999999	28.299779999999995
188	28/03/2023	Agencias	5.9885		64.3285	24.39564
189	28/03/2023	WS - FIT	2.1622		16.082549999999998	10.688549999999998
190	29/03/2023	WS - FIT	1.12672			14.742349999999998
191	30/03/2023	WS - FIT	6.079320000000001	31.791559999999997		27.672649999999997
192	31/03/2023	Agencias				0.4428
193	31/03/2023	WS - FIT	12.041369999999999	72.67648	25.449	26.232949999999995
194	01/04/2023	WS - FIT	6.76577	8.8485	30.976650000000003	30.04940999999999
195	01/04/2023	WS - Other	2.8186999999999998			23.484799999999996
196	02/04/2023	Agencias				0.8712000000000001
197	02/04/2023	WS - FIT				0.7655
198	02/04/2023	WS - Other				21.011719999999997
199	03/04/2023	WS - FIT				0.772
200	04/04/2023	Agencias				4.20485
201	04/04/2023	Charter	19.885720000000003	101.62		29.228429999999996
202	04/04/2023	WS - FIT				0.157
203	05/04/2023	WS - FIT	0.4665	4.230359999999999		0.314
204	05/04/2023	WS - Other	3.72953			17.09888
205	06/04/2023	WS - FIT	6.39552	8.8485	51.81483	15.17211
206	06/04/2023	WS - Other	6.14084		71.08502	1.26
207	07/04/2023	Agencias	1.7216399999999998		30.247	0.288
208	07/04/2023	WS - FIT	1.0786		8.77134	6.445199999999998
209	08/04/2023	Agencias				3.728
210	08/04/2023	Charter	25.929779999999997	101.62		35.228919999999995
211	08/04/2023	WS - FIT	0.5852			10.25528
212	08/04/2023	WS - Other	1.1048399999999998		10.0419	23.457769999999996
213	09/04/2023	Agencias	0.0			9.45393
214	09/04/2023	WS - FIT	0.5130800000000001			26.239949999999997
215	09/04/2023	WS - Other				16.99987
216	10/04/2023	Agencias				3.7436000000000003
217	10/04/2023	WS - FIT	8.305189999999998		66.65025	5.393
218	10/04/2023	WS - Other				41.293260000000004
219	11/04/2023	WS - FIT	1.1389200000000002		8.440100000000001	14.944360000000001
220	12/04/2023	WS - FIT	0.532			4.479100000000001
221	13/04/2023	Agencias				5.74796
222	13/04/2023	WS - FIT	2.2096799999999996		17.968870000000003	20.15454
223	13/04/2023	WS - Other				3.857
224	14/04/2023	Agencias				0.1584
225	14/04/2023	WS - FIT	1.9356799999999998		28.352700000000002	3.6115
226	14/04/2023	WS - Other	6.154100000000001		49.890119999999996	0.02
227	15/04/2023	Agencias				4.183140000000001
228	15/04/2023	WS - FIT	1.9145			21.19523
229	15/04/2023	WS - Other				2.564800000000001
230	16/04/2023	WS - FIT	1.11452			14.252600000000001
231	16/04/2023	WS - Other				26.121869999999998
232	17/04/2023	Agencias	1.0811	8.766		1.73
233	17/04/2023	WS - FIT	4.174510000000001	19.46572		0.296
234	17/04/2023	WS - Other				9.438360000000001
235	18/04/2023	Agencias	1.0811	8.766		11.85444
236	18/04/2023	Charter	20.245800000000003	150.9408		1.4925
237	18/04/2023	WS - FIT	1.63939			28.123890000000003
238	18/04/2023	WS - Other	2.2722399999999996	13.14908		2.635
239	19/04/2023	WS - FIT	0.0		8.4645	8.378400000000001
240	20/04/2023	Agencias				12.854500000000002
241	20/04/2023	WS - FIT	1.1048399999999998		7.4072	0.23536
242	20/04/2023	WS - Other	6.71914		83.70132	0.838
243	21/04/2023	Agencias				19.921680000000002
244	21/04/2023	WS - FIT	0.125			5.4821
245	21/04/2023	WS - Other	9.75596		101.29299	5.603890000000001
246	22/04/2023	WS - FIT	0.78			6.9885
247	22/04/2023	WS - Other	1.1048399999999998		9.6314	13.666739999999999
248	23/04/2023	Charter	19.61302	101.62		39.04814000000001
249	23/04/2023	WS - FIT	0.664			14.32323
250	23/04/2023	WS - Other				1.39775
251	24/04/2023	Agencias	1.4234099999999998		11.286	0.842
252	24/04/2023	WS - FIT	2.13173		13.39639	6.2867999999999995
253	25/04/2023	WS - FIT	2.20531		18.566699999999997	3.32884
254	25/04/2023	WS - Other				17.89436
255	26/04/2023	WS - FIT	3.3937999999999997		24.603480000000005	10.06
256	26/04/2023	WS - Other				17.058379999999996
257	27/04/2023	WS - FIT	1.12524		7.50519	9.888179999999998
258	27/04/2023	WS - Other				3.6335
259	28/04/2023	Agencias	0.348			4.829759999999999
260	28/04/2023	Charter	15.08088	150.9408		1.13975
261	28/04/2023	WS - FIT	4.77707		32.604	9.562249999999999
262	28/04/2023	WS - Other	6.69768		51.866699999999994	0.7959499999999999
263	29/04/2023	Agencias	2.49228		21.988	17.06789
264	29/04/2023	WS - FIT	3.60524		33.016	18.794840000000004
265	29/04/2023	WS - Other				7.96192
266	30/04/2023	WS - Other				29.043699999999998
267	01/05/2023	Agencias	1.62165	8.3879		0.0
268	01/05/2023	WS - FIT	2.6670299999999996	13.1893		18.01568
269	02/05/2023	WS - FIT	2.2506399999999998	6.5745	8.12592	9.856900000000001
270	03/05/2023	WS - FIT	1.1048399999999998			20.554460000000002
271	03/05/2023	WS - Other	4.40816			19.54753
272	04/05/2023	WS - FIT				5.2155
273	05/05/2023	WS - FIT	2.23128	14.634		19.18217
274	06/05/2023	Agencias	0.532			21.004800000000007
275	06/05/2023	Charter	25.8246		235.9152	5.7642000000000015
276	06/05/2023	WS - FIT	1.9099899999999999		7.9002	24.172160000000012
277	06/05/2023	WS - Other	1.1389200000000002			18.512179999999997
278	07/05/2023	WS - FIT				7.148599999999999
279	08/05/2023	WS - FIT	4.395619999999999		23.129	7.3065
280	08/05/2023	WS - Other				26.43726
281	09/05/2023	WS - FIT	3.8674		32.3068	17.629700000000007
282	10/05/2023	Agencias	1.1389200000000002		11.286	8.2592
283	10/05/2023	WS - FIT	1.0786		16.33093	14.10575
284	11/05/2023	WS - FIT				12.43916
285	11/05/2023	WS - Other	0.0			4.46919
286	12/05/2023	WS - FIT	3.72342		24.08934	10.4286
287	12/05/2023	WS - Other	7.29302		51.60108	3.7993
288	13/05/2023	Agencias	0.0		4.82143	
289	13/05/2023	Charter	18.52416	150.9408		1.31075
290	13/05/2023	WS - FIT	3.87145		22.25564	31.44055
291	14/05/2023	Agencias				0.89178
292	14/05/2023	WS - FIT				22.395950000000003
293	14/05/2023	WS - Other				11.06778
294	15/05/2023	Agencias	1.1200999999999999			4.303400000000001
295	15/05/2023	WS - FIT				0.1829
296	15/05/2023	WS - Other				31.32528
297	16/05/2023	Charter	24.79354	101.62		33.008430000000004
298	16/05/2023	WS - FIT	3.8562999999999996	6.5745		35.06162999999999
299	17/05/2023	WS - FIT	0.0			11.877740000000001
300	18/05/2023	WS - FIT	1.25182			11.41385
301	18/05/2023	WS - Other				7.37875
302	19/05/2023	Agencias				0.827
303	19/05/2023	WS - FIT				7.631049999999999
304	20/05/2023	Charter	23.529080000000004		235.9152	7.091000000000002
305	20/05/2023	WS - FIT	0.0			7.528509999999998
306	20/05/2023	WS - Other				17.96979
307	21/05/2023	Charter	34.485800000000005	101.62		37.850019999999994
308	21/05/2023	WS - FIT	1.7241199999999999			30.056550000000005
309	21/05/2023	WS - Other				15.773480000000001
310	22/05/2023	WS - FIT	1.7357099999999999		21.669120000000003	4.3355
311	22/05/2023	WS - Other	1.1389200000000002		11.1686	3.75725
312	23/05/2023	WS - FIT	0.682			16.16072
313	24/05/2023	Agencias				0.444
314	24/05/2023	WS - FIT	1.45776			13.78242
315	24/05/2023	WS - Other				11.882900000000001
316	25/05/2023	Agencias	0.55			6.9896
317	25/05/2023	WS - FIT				7.62475
318	26/05/2023	WS - FIT	3.7352599999999994		36.30236	5.18995
319	26/05/2023	WS - Other	9.45978		68.35239999999999	0.02
320	27/05/2023	Charter	17.95028	150.9408		1.28525
321	27/05/2023	WS - FIT				2.5347
322	27/05/2023	WS - Other	1.65726		13.488299999999999	0.818
323	28/05/2023	Agencias	0.0			3.1911
324	28/05/2023	WS - FIT				2.3545
325	28/05/2023	WS - Other				21.272689999999997
326	29/05/2023	WS - FIT	5.08893	20.02125	8.4645	23.850090000000012
327	29/05/2023	WS - Other				12.465639999999999
328	30/05/2023	Agencias	3.2736799999999997	17.532		7.2592
329	30/05/2023	WS - FIT	1.38724	6.5745		6.46338
330	31/05/2023	Agencias				0.33088
331	31/05/2023	WS - FIT	0.0			3.9205999999999994
332	31/05/2023	WS - Other	6.62904			28.14432
333	01/06/2023	WS - FIT	3.7838499999999997		56.628	19.69753
334	01/06/2023	WS - Other	11.279879999999999		128.73986000000002	8.500399999999999
335	02/06/2023	Agencias	6.61224	47.336400000000005		15.90458
336	02/06/2023	WS - FIT	1.01689	3.9375		0.7585
337	02/06/2023	WS - Other	1.1361199999999998	0.0		
338	03/06/2023	Agencias				0.445
339	03/06/2023	WS - FIT	2.75498	18.044		14.383790000000005
340	03/06/2023	WS - Other	1.65726	14.3448		33.74845
341	04/06/2023	WS - FIT				2.55208
342	04/06/2023	WS - Other	0.0	0.0		
343	05/06/2023	WS - FIT	5.48702		30.86686	12.459900000000001
344	05/06/2023	WS - Other				0.82075
345	06/06/2023	WS - FIT	3.19934		29.223629999999996	17.444819999999996
346	06/06/2023	WS - Other				20.505299999999995
347	07/06/2023	WS - FIT	1.1048399999999998			5.0795
348	07/06/2023	WS - Other				11.68734
349	08/06/2023	WS - FIT	2.2096799999999996	50.26142		0.28
350	09/06/2023	Agencias	1.65306		34.76	2.3980799999999998
351	09/06/2023	WS - FIT	2.1622			11.775860000000002
352	09/06/2023	WS - Other	8.44962		61.50164999999999	0.02
353	10/06/2023	Agencias	1.09182		5.227	0.134
354	10/06/2023	WS - FIT	6.7375799999999995	8.8485	5.8	25.264280000000007
355	10/06/2023	WS - Other				9.20076
356	11/06/2023	WS - FIT	0.0			3.41
357	11/06/2023	WS - Other	1.65726		12.6673	11.6868
358	12/06/2023	Agencias				8.617359999999998
359	12/06/2023	WS - FIT	4.00978			38.99839
360	13/06/2023	Agencias	4.37942	26.298	11.286	14.7188
361	13/06/2023	WS - FIT	1.63452	6.311520000000001		6.083150000000001
362	13/06/2023	WS - Other				26.521439999999995
363	14/06/2023	WS - FIT	1.6356999999999997	6.6075		4.2324399999999995
364	15/06/2023	Charter	18.36416		235.9152	3.04548
365	15/06/2023	WS - FIT				1.39
366	15/06/2023	WS - Other				10.83796
367	16/06/2023	WS - FIT				0.296
368	17/06/2023	Agencias	0.514			3.5944000000000003
369	17/06/2023	Charter	24.178379999999997	101.62		31.877309999999998
370	17/06/2023	WS - FIT	3.6739999999999995		8.23878	45.69935999999999
371	18/06/2023	Agencias				2.591
372	18/06/2023	WS - FIT	1.10204	6.5745		10.950700000000005
373	19/06/2023	WS - FIT				3.4585799999999995
374	19/06/2023	WS - Other				17.77668
375	20/06/2023	WS - Other				68.81589000000002
376	21/06/2023	WS - Other				8.158610000000001
377	22/06/2023	Agencias	0.5524199999999999	8.849		5.4204
378	22/06/2023	WS - FIT	0.194			13.70966
379	23/06/2023	Agencias				0.1512
380	23/06/2023	WS - FIT	1.13516	9.884799999999998		6.043859999999999
381	23/06/2023	WS - Other	1.56306		16.04884	0.02
382	24/06/2023	WS - FIT	1.1048399999999998		8.4645	3.8775
383	25/06/2023	WS - FIT				0.1605
384	25/06/2023	WS - Other				48.68267999999999
385	26/06/2023	Agencias	3.34104	22.7916		0.0
386	27/06/2023	WS - FIT	0.273			18.371630000000003
387	28/06/2023	WS - FIT	1.1048399999999998		8.4645	6.59175
388	28/06/2023	WS - Other				6.17025
389	29/06/2023	Agencias	2.2096799999999996		22.572	10.5268
390	29/06/2023	WS - FIT				0.295
391	29/06/2023	WS - Other				13.65446
392	30/06/2023	Agencias				0.634
393	30/06/2023	Charter	20.085800000000003		235.9152	4.193560000000001
394	30/06/2023	WS - FIT	0.0			4.542740000000001
395	01/07/2023	WS - FIT				0.082
396	01/07/2023	WS - Other	2.2778400000000003			11.758
397	02/07/2023	WS - FIT				2.3610999999999995
398	03/07/2023	WS - FIT	5.33307	11.8885	14.39536	20.11461
399	03/07/2023	WS - Other	5.94888		44.55666	0.02
400	04/07/2023	Agencias				0.7281
401	04/07/2023	WS - FIT	1.69008		15.8	0.0
402	04/07/2023	WS - Other				18.65644
403	05/07/2023	WS - FIT				0.392
404	05/07/2023	WS - Other				30.304049999999997
405	06/07/2023	Agencias				0.484
406	06/07/2023	WS - FIT				0.205
407	07/07/2023	WS - FIT	6.586750000000001		31.792660000000005	32.67106999999999
408	07/07/2023	WS - Other	7.1731		53.18441000000001	0.02
409	08/07/2023	Agencias				0.7744
410	08/07/2023	Charter	20.245800000000003	150.9408		1.2985
411	08/07/2023	WS - FIT	0.5524199999999999			9.508030000000002
412	08/07/2023	WS - Other				15.39692
413	09/07/2023	Agencias				0.584
414	09/07/2023	WS - FIT				2.8603500000000004
415	09/07/2023	WS - Other				17.72556
416	10/07/2023	Agencias	1.12524			12.746139999999997
417	10/07/2023	WS - FIT	2.2096799999999996			13.300589999999998
418	11/07/2023	WS - FIT				16.71055
419	12/07/2023	WS - FIT	1.6131		8.4645	18.627060000000004
420	15/07/2023	Agencias	1.1004200000000002		7.6176	4.3088
421	15/07/2023	Charter	41.405919999999995	101.62	235.9152	31.34876999999999
422	15/07/2023	WS - FIT	1.6629200000000002			34.632509999999996
423	15/07/2023	WS - Other				9.30502
424	16/07/2023	WS - FIT				7.1015999999999995
425	17/07/2023	Agencias	1.1048399999999998			3.444
426	17/07/2023	WS - FIT	3.08398		14.019419999999998	0.0
427	17/07/2023	WS - Other	13.0648		75.23575	2.53654
428	18/07/2023	WS - FIT				1.961
429	18/07/2023	WS - Other				26.517
430	19/07/2023	WS - FIT				4.52275
431	19/07/2023	WS - Other				9.679979999999999
432	21/07/2023	Agencias	2.71052		8.564	44.71232
433	21/07/2023	WS - FIT	3.8126599999999997		16.929	31.363850000000006
434	21/07/2023	WS - Other	7.8757399999999995		64.57659999999998	1.5056399999999999
435	22/07/2023	Agencias	0.0		9.088389999999999	
436	22/07/2023	Charter	17.3764	150.9408		1.395
437	22/07/2023	WS - Other				9.16145
438	23/07/2023	Agencias				0.564
439	23/07/2023	WS - FIT	5.4055			22.933000000000007
440	23/07/2023	WS - Other				22.441
441	24/07/2023	WS - Other				13.92652
442	25/07/2023	Agencias				4.2588
443	25/07/2023	WS - FIT				4.72765
444	26/07/2023	Charter	20.21418	101.62		28.379959999999997
445	26/07/2023	WS - FIT	1.03688		15.8004	21.98774
446	26/07/2023	WS - Other	8.71098			43.656960000000005
447	27/07/2023	WS - FIT	4.38624		43.8581	0.13019999999999998
448	27/07/2023	WS - Other				52.8865
449	28/07/2023	WS - FIT	2.8131	24.65438		8.468129999999999
450	29/07/2023	WS - FIT				13.945080000000003
451	29/07/2023	WS - Other	1.1389200000000002			6.0695
452	30/07/2023	WS - FIT	1.1048399999999998	6.5745		24.813950000000006
453	30/07/2023	WS - Other				20.38208
454	31/07/2023	Agencias	2.22904			38.96656
455	31/07/2023	WS - FIT	3.8758600000000003		16.506	15.6945
456	31/07/2023	WS - Other	13.8006	55.54881	30.585069999999998	48.93172
457	01/08/2023	WS - FIT	3.2941		12.689	2.9704200000000007
458	02/08/2023	Agencias				0.2304
459	02/08/2023	WS - FIT	0.81			22.819399999999998
460	02/08/2023	WS - Other				13.80295
461	03/08/2023	Agencias	6.50526			36.679670000000016
462	03/08/2023	WS - FIT	1.1048399999999998			8.06675
463	03/08/2023	WS - Other	22.0968	160.37460000000002		0.0
464	04/08/2023	Agencias	4.163279999999999		33.74976	9.508040000000001
465	04/08/2023	WS - FIT	1.11452		17.240419999999997	7.3865300000000005
466	04/08/2023	WS - Other	1.1048399999999998		7.4935	0.0
467	05/08/2023	WS - Other				17.031
468	06/08/2023	WS - FIT				9.2495
469	06/08/2023	WS - Other				6.36475
470	07/08/2023	Agencias				0.5808
471	07/08/2023	WS - FIT	0.0			13.235700000000001
472	07/08/2023	WS - Other				35.39718
473	08/08/2023	Agencias	5.0074		25.3935	26.2331
474	08/08/2023	WS - FIT	18.859759999999998			115.83084999999996
475	09/08/2023	WS - FIT	2.28872	13.149		1.5345
476	10/08/2023	Agencias				0.64
477	10/08/2023	WS - FIT				6.32475
478	10/08/2023	WS - Other				8.266860000000001
479	11/08/2023	Agencias				1.1718
480	11/08/2023	Charter	26.39848		235.9152	5.1946
481	11/08/2023	WS - FIT	2.7863	15.357009999999999		9.707250000000002
482	12/08/2023	Agencias				0.3212
483	13/08/2023	Agencias				1.096
484	13/08/2023	WS - FIT	5.72553	27.51194		15.204519999999997
485	14/08/2023	WS - FIT	5.31346		33.997699999999995	3.72
486	14/08/2023	WS - Other	7.05372		49.13961	22.803979999999996
487	15/08/2023	WS - FIT	1.05056		15.8004	19.68273
488	16/08/2023	WS - FIT	0.376			6.1645
489	17/08/2023	WS - Other	22.096799999999998	160.37460000000002		0.0
490	18/08/2023	Agencias				1.002
491	18/08/2023	WS - FIT	6.19358		44.86455	22.434300000000004
492	18/08/2023	WS - Other	8.39976		60.63487	3.3999200000000003
493	19/08/2023	WS - FIT	6.808279999999999		37.24272	32.684470000000005
494	19/08/2023	WS - Other	0.5694600000000001		5.5843	7.066549999999999
495	20/08/2023	WS - FIT	1.05056		16.929	13.933470000000002
496	21/08/2023	WS - FIT	3.1961399999999998	15.52679		20.3392
497	21/08/2023	WS - Other				44.89681999999999
498	22/08/2023	WS - FIT	4.586			55.013180000000006
499	23/08/2023	Agencias	0.0			2.60248
500	23/08/2023	WS - FIT	3.93132	12.2724		27.860230000000016
